ProductID,Category,SubCategory,ProductName,CostPrice,SellingPrice
PROD0344,Furniture,Sofa,Grewal and Sons Sofa,4848.79,5719.1
PROD0345,Clothing,Jeans,Garde-Kota Jeans,15088.15,24633.22
PROD0346,Office Supplies,Printer,Lall Inc Printer,17968.87,26099.72
PROD0347,Clothing,Jacket,Brahmbhatt-Deshpande Jacket,1183.75,1611.05
PROD0348,Clothing,Shoes,Ram Group Shoes,10078.86,16939.46
PROD0349,Clothing,Jacket,Manne-Wali Jacket,9094.37,12347.45
PROD0350,Electronics,Phone,"Swamy, Basu and Sridhar Phone",17848.87,25354.53
PROD0351,Electronics,Headphones,Ranganathan LLC Headphones,17969.12,23393.29
PROD0352,Electronics,Laptop,De-Lata Laptop,3378.85,3981.69
PROD0353,Furniture,Table,Sangha and Sons Table,3094.91,3846.91
PROD0354,Electronics,Tablet,"Kakar, Jani and Chakraborty Tablet",8389.08,13235.3
PROD0355,Furniture,Table,"Tank, Kara and Saxena Table",6999.33,9873.97
PROD0356,Electronics,Tablet,Goel Inc Tablet,3862.31,4308.12
PROD0357,Furniture,Sofa,"Swamy, Sem and Kar Sofa",8292.67,11111.8
PROD0358,Office Supplies,Paper,Gokhale and Sons Paper,11907.81,18907.27
PROD0359,Clothing,Shoes,Gola Ltd Shoes,6151.24,7334.54
PROD0360,Office Supplies,Pen,"Iyer, Wagle and Singhal Pen",15806.43,19896.3
PROD0361,Office Supplies,Printer,"Balakrishnan, Rege and Sehgal Printer",15418.02,17470.52
PROD0362,Office Supplies,Printer,Karan PLC Printer,9172.94,11158.46
PROD0363,Furniture,Sofa,"Sura, Devan and Bahl Sofa",3727.38,4557.66
PROD0364,Furniture,Desk,Amble-Dixit Desk,4834.32,5457.01
PROD0365,Office Supplies,Pen,Saran-Madan Pen,8873.68,12057.29
PROD0366,Furniture,Chair,Bhalla-Taneja Chair,13344.51,23814.82
PROD0367,Furniture,Sofa,"Jaggi, Arya and Singhal Sofa",9023.74,16087.76
PROD0368,Office Supplies,Notebook,"Badami, Bahri and Ratti Notebook",18416.64,25473.78
PROD0369,Clothing,Jeans,Viswanathan Inc Jeans,18961.0,33171.66
PROD0370,Furniture,Chair,Singh-Dey Chair,19405.99,28765.54
PROD0371,Office Supplies,Printer,Das and Sons Printer,9530.82,12417.51
PROD0372,Furniture,Table,"Goda, Wali and Krish Table",6839.82,8061.56
PROD0373,Clothing,T-Shirt,"Chatterjee, Bhatia and Dani T-Shirt",2874.52,4270.59
PROD0374,Office Supplies,Notebook,"Grewal, Handa and Kar Notebook",8092.44,13665.01
PROD0375,Clothing,Jacket,Tandon-Saha Jacket,1940.37,2209.16
PROD0376,Furniture,Desk,Saini-Sehgal Desk,15647.54,25614.5
PROD0377,Furniture,Chair,Mahal Inc Chair,1763.43,2988.34
PROD0378,Electronics,Headphones,"Thaker, Sahota and Varma Headphones",3969.56,5249.47
PROD0379,Electronics,Tablet,"Ram, Kalla and Swaminathan Tablet",8011.4,12827.65
PROD0380,Clothing,Jacket,"Hari, Bassi and Amble Jacket",7783.64,8628.43
PROD0381,Office Supplies,Printer,"Kulkarni, Basak and Wali Printer",6230.9,8797.43
PROD0382,Electronics,Phone,Tella Ltd Phone,14584.28,20577.75
PROD0383,Clothing,Shoes,Singhal LLC Shoes,5843.82,9723.95
PROD0384,Clothing,Shoes,Sunder-Kashyap Shoes,2877.4,4347.83
PROD0385,Electronics,Phone,"Magar, Bhatnagar and Dara Phone",4234.9,6065.35
PROD0386,Office Supplies,Notebook,"Khurana, Sibal and Ramachandran Notebook",18669.74,28256.19
PROD0387,Clothing,T-Shirt,"Soni, Bava and Bal T-Shirt",231.72,358.51
PROD0388,Office Supplies,Paper,Kota Inc Paper,3580.37,5096.6
PROD0389,Furniture,Desk,"Krishnamurthy, Saraf and Dhillon Desk",3801.53,5197.6
PROD0390,Clothing,T-Shirt,"Sarna, Kapoor and Mand T-Shirt",16473.7,21603.53
PROD0391,Office Supplies,Paper,Sarkar-Zacharia Paper,11229.69,15995.75
PROD0392,Electronics,Laptop,"Chaudhry, Dara and Hari Laptop",3165.08,4146.63
PROD0393,Clothing,T-Shirt,Rao Inc T-Shirt,13110.88,22614.7
PROD0394,Clothing,Jeans,Mangal-Sur Jeans,9888.54,15638.63
PROD0395,Furniture,Chair,Shetty-Issac Chair,2475.16,3202.99
PROD0396,Electronics,Tablet,Kumar-Ranganathan Tablet,11663.21,17447.02
PROD0397,Office Supplies,Paper,Dani-Handa Paper,19487.75,32599.04
PROD0398,Office Supplies,Notebook,"Dutt, Raju and Loke Notebook",16921.07,20542.06
PROD0399,Electronics,Phone,"Manda, Viswanathan and Luthra Phone",6461.65,11080.58
PROD0400,Furniture,Sofa,Sekhon Group Sofa,3349.85,4324.22
PROD0401,Clothing,Jacket,Ahluwalia-Shenoy Jacket,1069.43,1394.71
PROD0402,Electronics,Phone,Chana-Dutta Phone,15352.2,18856.7
PROD0403,Electronics,Phone,Sha PLC Phone,10919.88,18680.75
PROD0404,Office Supplies,Printer,Dora-Dani Printer,13740.33,21735.04
PROD0405,Electronics,Tablet,Kapur-Kala Tablet,16483.96,18281.18
PROD0406,Office Supplies,Printer,Sangha-Rama Printer,15598.28,21656.59
PROD0407,Furniture,Chair,"Virk, Gupta and Uppal Chair",4435.74,6442.33
PROD0408,Furniture,Chair,Kadakia Ltd Chair,8405.19,14635.3
PROD0409,Electronics,Phone,Madan-Zacharia Phone,18475.85,26525.09
PROD0410,Office Supplies,Printer,Brahmbhatt-Yohannan Printer,2866.38,4039.75
PROD0411,Office Supplies,Pen,"Kumar, Sachdeva and Sachdev Pen",14226.91,15936.01
PROD0412,Electronics,Phone,"Sathe, Dubey and Gara Phone",2661.42,4220.93
PROD0413,Furniture,Sofa,"Banik, Kibe and Kapur Sofa",2594.35,3090.27
PROD0414,Electronics,Headphones,Golla LLC Headphones,13847.28,22831.68
PROD0415,Electronics,Laptop,Master PLC Laptop,15516.38,25293.78
PROD0416,Electronics,Phone,Brahmbhatt-Khosla Phone,2245.57,3716.73
PROD0417,Electronics,Headphones,Shroff-Chokshi Headphones,2466.55,3150.05
PROD0418,Electronics,Tablet,"Rana, Wable and Thaker Tablet",13384.97,21793.21
PROD0419,Electronics,Phone,"Sehgal, Sarin and Jayaraman Phone",11793.3,14623.89
PROD0420,Office Supplies,Notebook,"Subramaniam, Anne and Thakur Notebook",1906.51,3226.01
PROD0421,Office Supplies,Printer,"Buch, Sami and Rout Printer",7108.85,12075.07
PROD0422,Furniture,Chair,Cheema-Loyal Chair,2072.2,3118.03
PROD0423,Electronics,Phone,Gola and Sons Phone,14344.65,25461.53
PROD0424,Furniture,Chair,Reddy-Bahl Chair,19474.24,22766.94
PROD0425,Furniture,Table,Deshpande-Handa Table,7392.61,11181.81
PROD0426,Clothing,T-Shirt,"Chakrabarti, Walla and Luthra T-Shirt",3698.89,4987.49
PROD0427,Clothing,Shoes,Tiwari-Khare Shoes,4364.05,5495.6
PROD0428,Electronics,Tablet,Bala-Karan Tablet,2559.95,3013.63
PROD0429,Furniture,Table,"Mahal, Trivedi and Subramaniam Table",15269.25,24328.67
PROD0430,Electronics,Laptop,"Ray, Gola and Wali Laptop",6629.5,7829.48
PROD0431,Office Supplies,Paper,"Trivedi, Shah and Dalal Paper",12047.75,15883.81
PROD0432,Clothing,Jeans,"Garde, Bava and Sekhon Jeans",11122.93,14497.77
PROD0433,Clothing,Jeans,Mand Ltd Jeans,17149.8,29606.18
PROD0434,Clothing,Jacket,Sule-Raval Jacket,3668.02,6599.16
PROD0435,Clothing,T-Shirt,Mangat Ltd T-Shirt,7987.76,11708.97
PROD0436,Electronics,Laptop,Dua-Varkey Laptop,2953.01,4076.44
PROD0437,Electronics,Phone,"Mander, Raman and Dayal Phone",1387.74,2473.85
PROD0438,Office Supplies,Pen,"Mandal, Krish and Arora Pen",11939.72,21413.45
PROD0439,Electronics,Phone,Acharya-Amble Phone,16778.37,26973.58
PROD0440,Office Supplies,Printer,"Sethi, Solanki and Varma Printer",15150.43,25160.15
PROD0441,Clothing,Jacket,Savant Group Jacket,9568.94,14565.99
PROD0442,Clothing,Shoes,"Ratti, Kadakia and Shanker Shoes",10277.15,12365.08
PROD0443,Clothing,T-Shirt,Wason-Sarin T-Shirt,2531.58,3651.9
PROD0444,Furniture,Desk,Iyer-Shetty Desk,691.5,1117.78
PROD0445,Electronics,Headphones,Mangat-Basak Headphones,13594.34,24204.05
PROD0446,Clothing,Jacket,Cherian-Date Jacket,3139.46,4820.25
PROD0447,Electronics,Laptop,Sahota-Ghose Laptop,13255.5,19405.58
PROD0448,Clothing,Shoes,Sathe-Dugal Shoes,4118.44,6439.04
PROD0449,Clothing,Jacket,Saini LLC Jacket,10894.52,18157.21
PROD0450,Electronics,Laptop,Kulkarni PLC Laptop,19815.16,34004.56
PROD0451,Electronics,Headphones,Solanki-Bandi Headphones,9057.3,15370.35
PROD0452,Clothing,Shoes,"Chahal, Hora and Deo Shoes",816.02,998.65
PROD0453,Office Supplies,Pen,Koshy-Sodhi Pen,9880.44,11798.65
PROD0454,Clothing,Shoes,Gour-Dube Shoes,15303.82,22928.16
PROD0455,Clothing,Shoes,Srinivasan Inc Shoes,9570.63,16251.37
PROD0456,Electronics,Headphones,"Kanda, Issac and Samra Headphones",5341.48,8085.57
PROD0457,Clothing,Jacket,Sur Inc Jacket,15352.77,19944.88
PROD0458,Electronics,Laptop,Bedi-Rout Laptop,11850.22,14098.66
PROD0459,Office Supplies,Printer,Ramaswamy-Shere Printer,16210.11,24457.44
PROD0460,Office Supplies,Paper,Goda Inc Paper,2037.27,2733.2
PROD0461,Office Supplies,Paper,Dass Ltd Paper,7090.26,11081.14
PROD0462,Furniture,Desk,Brahmbhatt-Mani Desk,12996.85,19687.27
PROD0463,Electronics,Tablet,Divan LLC Tablet,2377.98,2898.39
PROD0464,Office Supplies,Notebook,"Sunder, Krish and Ray Notebook",9272.1,15802.98
PROD0465,Clothing,Jacket,Toor-Bal Jacket,506.01,722.98
PROD0466,Electronics,Tablet,"Hans, Chokshi and Varty Tablet",7616.98,10459.72
PROD0467,Electronics,Headphones,Vaidya-Dalal Headphones,2091.13,3288.46
PROD0468,Office Supplies,Paper,"Jayaraman, Tiwari and Gill Paper",10105.09,16526.19
PROD0469,Office Supplies,Pen,Sanghvi LLC Pen,12335.07,16705.8
PROD0470,Clothing,Jeans,Chatterjee Group Jeans,9989.34,16913.29
PROD0471,Electronics,Phone,Manne-Kalita Phone,5818.38,6593.81
PROD0472,Clothing,Jeans,Ratti-Lala Jeans,12528.99,22183.31
PROD0473,Electronics,Tablet,Bains and Sons Tablet,5539.96,8290.55
PROD0474,Clothing,Shoes,Kapadia-Kothari Shoes,4273.81,7081.52
PROD0475,Office Supplies,Printer,"Raval, Basak and Krishna Printer",8714.92,12880.33
PROD0476,Furniture,Table,Chaudhuri-Ghose Table,8105.79,12462.45
PROD0477,Clothing,Jeans,Sarma-Sibal Jeans,17629.84,27140.98
PROD0478,Furniture,Table,Som-Viswanathan Table,4337.76,7692.94
PROD0479,Clothing,Jacket,Bhargava-Kaur Jacket,18749.54,27616.26
PROD0480,Clothing,T-Shirt,Chakraborty-Edwin T-Shirt,10493.16,14218.15
PROD0481,Furniture,Desk,"Ghose, Soni and Dass Desk",3094.41,4888.28
PROD0482,Office Supplies,Paper,"Ramanathan, Ben and Chaudhuri Paper",8264.18,14066.71
PROD0483,Electronics,Phone,"Hora, Kala and Dar Phone",16934.74,21792.54
PROD0484,Office Supplies,Pen,"Chakrabarti, Hora and Walia Pen",5203.29,7913.49
PROD0485,Clothing,Jeans,Dutt-Konda Jeans,2359.82,2912.82
PROD0486,Furniture,Sofa,Balay Ltd Sofa,9336.78,13929.33
PROD0487,Clothing,Shoes,Savant LLC Shoes,12973.75,14607.18
PROD0488,Furniture,Sofa,"Bala, Soman and Mammen Sofa",2814.97,3605.63
PROD0489,Office Supplies,Pen,Chopra and Sons Pen,12921.45,14595.59
PROD0490,Clothing,T-Shirt,Majumdar-Rau T-Shirt,1201.01,2074.81
PROD0491,Office Supplies,Printer,Yadav-Jaggi Printer,17356.72,30034.11
PROD0492,Clothing,Jacket,Chakraborty-Ahluwalia Jacket,13466.27,23162.03
PROD0493,Clothing,Jeans,Rajagopal-Bedi Jeans,4797.22,7194.3
PROD0494,Electronics,Tablet,"Upadhyay, Reddy and Bandi Tablet",9979.38,11607.76
PROD0495,Electronics,Tablet,Chanda Ltd Tablet,6652.79,10039.25
PROD0496,Clothing,Jeans,Dhawan-Kale Jeans,18716.45,23444.34
PROD0497,Electronics,Phone,"Saran, Babu and Mander Phone",4360.76,5634.9
PROD0498,Clothing,Jacket,Hayre-Borra Jacket,17271.71,19675.03
PROD0499,Office Supplies,Notebook,Bhattacharyya-Konda Notebook,6398.15,8935.96
PROD0500,Furniture,Sofa,Kumar PLC Sofa,17600.73,30904.78
